"region","run_version","timepoint","parameter","mean","2.5%","25%","psrf","psrf_uci","effective_sample_size"
"National","gp",NA,"prob.131",-0.362013417205716,-2.29713282681489,-1.05524758553583,1.01545306069266,1.05201085949505,634.953850394338
"National","gp",NA,"prob.132",-0.00812461368279897,-1.97177236381333,-0.638742342710038,0.99724717776073,1.00135456018319,769.269149074159
"National","gp",NA,"prob.133",-0.0587949251330282,-1.90182821604438,-0.708789175130802,1.00322932833078,1.01573587089997,750.728628148806
"National","gp",NA,"prob.134",-0.085660120296295,-1.99434508535461,-0.743090094202234,1.00279290861641,1.0106360427599,579.406767339946
"National","gp",NA,"prob.135",-0.0864825145307709,-1.99780011706192,-0.791453564086354,1.01867984686657,1.06084738983431,670.878843577636
"National","gp",NA,"prob.136",-0.18273776687542,-2.02906434249307,-0.870293063660028,1.00650610768223,1.02827562258546,511.124367264176
"National","gp",NA,"prob.137",-0.250781807645917,-2.16190378711247,-0.961709231334422,1.01817309495305,1.05283945293795,530.010881203293
"National","gp",NA,"prob.138",-0.173077815515351,-1.97625190280498,-0.770782215405083,1.00138290219465,1.00582884831414,549.747815251675
"National","gp",NA,"prob.139",-0.243019958767676,-2.05619390868444,-0.883832995682483,1.0103809213056,1.03811380219604,640.445521586687
"National","gp",NA,"prob.140",-0.218638787292534,-2.1128768119441,-0.839522353475039,0.999724551778408,1.00823887299608,575.297887843971
"National","gp",NA,"prob.141",-0.125320394763553,-2.03709852121364,-0.69243959698642,1.06968316958676,1.20800463148409,371.798023537562
"National","gp",NA,"prob.142",-0.286750954766905,-2.2062879411231,-0.962175706397652,1.01087329590607,1.04037359024198,522.743025377387
"National","gp",NA,"prob.143",-0.334116978546085,-2.21291942927542,-0.935716217132715,1.04524110695212,1.13110646634592,405.460788601402
"National","gp",NA,"prob.144",-0.354894734044478,-2.3109024144062,-1.02815040299602,1.00975774409699,1.03151256919755,547.807944481524
"National","gp",NA,"prob.145",-0.434372332061369,-2.29745004087098,-1.08678641929611,1.0222509099922,1.0699662257795,506.464506091837
"National","gp",NA,"prob.146",-0.359461193729551,-2.34532087175266,-1.01854375905536,1.01761956015452,1.0591746569444,384.464925601364
"National","gp",NA,"prob.147",-0.286395401929846,-2.20206099440807,-0.893220584548772,1.02470744506239,1.06908678934522,296.445776058699
"National","gp",NA,"prob.148",-0.339897928967572,-2.27796491711339,-1.01021332788545,1.00391535911974,1.01978105690634,423.689034323526
"National","gp",NA,"prob.149",-0.39303220809258,-2.3872583546477,-1.03932062485023,1.0006035258594,1.01173413216612,444.759768310787
"National","gp",NA,"prob.150",-0.334227040555151,-2.25190058999421,-0.971715509764769,1.00358517825915,1.0123009741126,488.612073776844
"National","gp",NA,"prob.151",-0.316529212761163,-2.14585330257443,-1.04891738204277,1.02031695356109,1.06992562271908,477.4621090927
"National","gp",NA,"prob.152",-0.334955049706695,-2.18904688767614,-1.0280320114679,1.01636920685383,1.05183821350553,527.90742056627
"National","gp",NA,"prob.153",-0.439497043966144,-2.29095608331608,-1.0978161862856,1.00412307419604,1.0127296621977,705.022415739415
"National","gp",NA,"prob.154",-0.37098442353481,-2.41114299868143,-1.06015624923825,0.998138564471469,1.00029387375329,579.491288981865
"National","gp",NA,"prob.155",-0.30984611703252,-2.28832330037182,-0.904304350584695,1.00151919952615,1.01119875762118,750.947077089981
"National","gp",NA,"prob.156",-0.405312783853551,-2.17103790168664,-1.0599234258762,0.99770425582281,1.00060606527572,535.785129904765
"National","gp",NA,"prob.157",-0.378223307074911,-2.34124840720526,-1.02902339123208,1.01193650247162,1.04592627832515,448.035348295089
"National","gp",NA,"prob.158",-0.334242885043967,-2.03130007101998,-0.969615188559436,1.00875688932531,1.0272220156309,484.275007420241
"National","gp",NA,"prob.159",-0.349955363136025,-2.24999706251653,-0.971568385550898,0.997688899399932,0.999064542956176,592.872065390225
"National","gp",NA,"prob.160",-0.235452594606808,-2.24824862475868,-0.923963068607563,1.00545223211709,1.02376372647378,509.901013169438
"National","gp",NA,"prob.161",-0.233856678926193,-2.20919763228835,-0.923234696608458,1.01336981676686,1.04749332110863,420.427095185158
"National","gp",NA,"prob.162",-0.230458533916294,-2.06227001228355,-0.919130221734687,1.00878363065431,1.02779367446536,544.346467339689
"National","gp",NA,"prob.163",-0.346978961939183,-2.16362292317835,-1.04171629576247,1.04716047569446,1.14404683709349,558.834479852845
"National","gp",NA,"prob.164",-0.220045398627814,-2.0591775159247,-0.86684404809464,1.01830847018131,1.06324675048783,747.472897414084
"National","gp",NA,"prob.165",-0.208080636967081,-2.16371932341661,-0.815156086964713,1.00639462452537,1.02429002100733,354.754695222246
"National","gp",NA,"prob.166",-0.209950318794874,-2.03899448447211,-0.843549618447308,1.01127763422344,1.03498187974668,791.519647802632
"National","gp",NA,"prob.167",-0.113394184317556,-1.92098404891395,-0.779383611018646,1.00297189682132,1.01048591380342,575.4971269705
"National","gp",NA,"prob.168",-0.15149212292436,-2.05289498535004,-0.833392915712242,1.00047538039472,1.01021541106501,539.236611917879
"National","gp",NA,"prob.169",-0.111190517635292,-2.02829264350545,-0.762809605505105,1.00542064564666,1.01871794608246,653.445249476531
"National","gp",NA,"prob.170",-0.248948672065621,-2.09851359237411,-0.916800776686781,1.0090589189833,1.03590837775151,624.101283337517
"National","gp",NA,"prob.171",-0.175844255036565,-2.07633359801472,-0.869964777898715,1.00253015160671,1.01397146677367,739.078955753728
"National","gp",NA,"prob.172",-0.21583534167887,-2.21996831042912,-0.885216548061262,1.00245184742964,1.00750834270323,703.85747415697
"National","gp",NA,"prob.173",-0.143759447066604,-1.92063089352336,-0.804839769459087,1.00318440965632,1.01422153448738,907.098183644621
"National","gp",NA,"prob.174",-0.305544925327151,-2.16438926431443,-1.00968983482893,1.02098589777443,1.06985595176039,698.63774308979
"National","gp",NA,"prob.175",-0.266635710649264,-2.35446900420152,-0.945841904505481,1.00859227834736,1.02984678976312,644.879452315478
"National","gp",NA,"prob.176",-0.27613961787978,-2.21669621981296,-0.937486303164446,1.01278015041372,1.04105778286014,719.155146802336
