"date","type","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","region","fit"
2020-04-11,"gp_rt",8,9.525,7.01923731064179,1,4,7,9,13,23,"National","EpiNow2-IPM-dat"
2020-04-12,"gp_rt",5,6.33525,4.86968026506577,1,3,4,6,9,16,"National","EpiNow2-IPM-dat"
2020-04-13,"gp_rt",14,16.85775,11.76174305056,3,8,12,17,23,40,"National","EpiNow2-IPM-dat"
2020-04-14,"gp_rt",13,14.74025,10.098379783711,3,7,11,15,19,35,"National","EpiNow2-IPM-dat"
2020-04-15,"gp_rt",15,17.38675,12.1039580670011,3,9,12,18,23,41,"National","EpiNow2-IPM-dat"
2020-04-16,"gp_rt",12,13.81225,9.50810711775697,2,7,10,14,19,32,"National","EpiNow2-IPM-dat"
2020-04-17,"gp_rt",14,15.99725,11.1584887151039,3,8,11,16,21,37,"National","EpiNow2-IPM-dat"
2020-04-18,"gp_rt",9,11.26025,8.05532382949311,2,5,8,11,15,27,"National","EpiNow2-IPM-dat"
2020-04-19,"gp_rt",6,7.5555,5.63421297422805,1,3,5,8,10,19,"National","EpiNow2-IPM-dat"
2020-04-20,"gp_rt",17,19.86375,13.536967840402,4,10,14,20,26,46,"National","EpiNow2-IPM-dat"
2020-04-21,"gp_rt",15,17.192,11.7633638973954,3,9,12,18,23,40,"National","EpiNow2-IPM-dat"
2020-04-22,"gp_rt",19,22.286,15.1025403717858,4,11,16,23,30,51,"National","EpiNow2-IPM-dat"
2020-04-23,"gp_rt",15,18.0015,12.4760134048349,3,9,13,18,24,43,"National","EpiNow2-IPM-dat"
2020-04-24,"gp_rt",18,21.07525,14.4061261814337,4,11,15,22,28,48,"National","EpiNow2-IPM-dat"
2020-04-25,"gp_rt",13,15.6405,11.1033139487795,3,8,11,16,21,36,"National","EpiNow2-IPM-dat"
2020-04-26,"gp_rt",9,10.638,7.82753304486108,2,5,7,11,14,25,"National","EpiNow2-IPM-dat"
2020-04-27,"gp_rt",25,29.60075,20.4351963227586,6,15,21,29,39,69,"National","EpiNow2-IPM-dat"
2020-04-28,"gp_rt",23,26.622,18.0859584062573,5,13.75,19,26.4000000000001,35,62,"National","EpiNow2-IPM-dat"
2020-04-29,"gp_rt",30,34.651,22.9750007979416,7,18,25,35,45,78,"National","EpiNow2-IPM-dat"
2020-04-30,"gp_rt",25,29.316,19.4553532913932,6,15,21,30,39,66,"National","EpiNow2-IPM-dat"
2020-05-01,"gp_rt",31,35.91725,23.8411619408151,8,19,26,37,47,82,"National","EpiNow2-IPM-dat"
2020-05-02,"gp_rt",23,26.533,17.7341347655861,5,14,19,27,35,61,"National","EpiNow2-IPM-dat"
2020-05-03,"gp_rt",15,18.3175,12.7428524601914,3,9,13,18,24,43,"National","EpiNow2-IPM-dat"
2020-05-04,"gp_rt",45,51.17875,33.0257168420419,11,27,37,53,68,115,"National","EpiNow2-IPM-dat"
2020-05-05,"gp_rt",40,46.94525,31.7939139723143,10,25,33,47,61,107,"National","EpiNow2-IPM-dat"
2020-05-06,"gp_rt",50,59.01125,38.9673098410265,14,31,43,59,76.25,136,"National","EpiNow2-IPM-dat"
2020-05-07,"gp_rt",43,49.77125,32.6739777291143,11,26,36,50.4000000000001,65.25,113,"National","EpiNow2-IPM-dat"
2020-05-08,"gp_rt",49,57.4655,38.1714235278636,13,30,42,58,76,131,"National","EpiNow2-IPM-dat"
2020-05-09,"gp_rt",35,40.90175,27.6153353885962,8,21,29,41,54,93,"National","EpiNow2-IPM-dat"
2020-05-10,"gp_rt",24,27.94325,18.943752159326,6,14,20,28,37,65,"National","EpiNow2-IPM-dat"
2020-05-11,"gp_rt",63,73.54925,49.2195663925076,15,38,53,75,96,170,"National","EpiNow2-IPM-dat"
2020-05-12,"gp_rt",57,65.3305,42.3441793772389,14,34,47,67,86,145,"National","EpiNow2-IPM-dat"
2020-05-13,"gp_rt",69,80.6825,53.3421272484033,18,43,57,81,105,184,"National","EpiNow2-IPM-dat"
2020-05-14,"gp_rt",55,62.52225,39.9287062191174,14,33,46,64,82,140,"National","EpiNow2-IPM-dat"
2020-05-15,"gp_rt",63,72.5045,47.0152697391726,16,38,52,74,97,165,"National","EpiNow2-IPM-dat"
2020-05-16,"gp_rt",41,48.536,31.7857796498212,11,26,35,49,65,110.05,"National","EpiNow2-IPM-dat"
2020-05-17,"gp_rt",28,32.898,22.0865128418313,7,17,24,33,43,76,"National","EpiNow2-IPM-dat"
2020-05-18,"gp_rt",71,82.58225,53.5686581428106,18,43,59,85,110,187.05,"National","EpiNow2-IPM-dat"
2020-05-19,"gp_rt",62,71.947,46.982709955458,16,38,52,73,94,165,"National","EpiNow2-IPM-dat"
2020-05-20,"gp_rt",75,86.02,55.5679948397693,19,47,64,87,113,193,"National","EpiNow2-IPM-dat"
2020-05-21,"gp_rt",56,66.31775,43.0315955373621,16,35,48,67,88,151,"National","EpiNow2-IPM-dat"
2020-05-22,"gp_rt",63,73.19125,47.6671397557125,17,39,52,74,96,165,"National","EpiNow2-IPM-dat"
2020-05-23,"gp_rt",45,51.447,33.1416925329107,12,27,37,53,68,114,"National","EpiNow2-IPM-dat"
2020-05-24,"gp_rt",28,32.6195,21.6801459158312,7,17,23,33,43,75,"National","EpiNow2-IPM-dat"
2020-05-25,"gp_rt",73,83.377,54.0132273446241,19,44,60,86,110,187,"National","EpiNow2-IPM-dat"
2020-05-26,"gp_rt",61,71.34725,46.8615905577788,16,38,51,72,95,158,"National","EpiNow2-IPM-dat"
2020-05-27,"gp_rt",74,87.07025,57.3041643927532,20,46,63,89,114,197,"National","EpiNow2-IPM-dat"
2020-05-28,"gp_rt",56,65.212,42.6820629260572,15,35,47,66,85,150,"National","EpiNow2-IPM-dat"
2020-05-29,"gp_rt",63,72.82475,47.2032157096403,17,38,53,74,97,161,"National","EpiNow2-IPM-dat"
2020-05-30,"gp_rt",43,48.861,31.0125075236706,11,26,36,50,64,107,"National","EpiNow2-IPM-dat"
2020-05-31,"gp_rt",27,31.09625,20.7409867911526,7,16,23,31,41,72,"National","EpiNow2-IPM-dat"
2020-06-01,"gp_rt",68,78.3135,49.6611696971983,18,42,57,80,103,173,"National","EpiNow2-IPM-dat"
2020-06-02,"gp_rt",59,67.95175,43.7510109560616,15,36,49,69,89,153,"National","EpiNow2-IPM-dat"
2020-06-03,"gp_rt",69,79.24125,52.3638237808101,17,41,58,80,104,183,"National","EpiNow2-IPM-dat"
2020-06-04,"gp_rt",52,60.588,40.2704380786423,12.95,32,44,62,79,140,"National","EpiNow2-IPM-dat"
2020-06-05,"gp_rt",58,67.225,44.0565559256509,15,36,49,69,89,148,"National","EpiNow2-IPM-dat"
2020-06-06,"gp_rt",39,45.3255,29.5540675792287,10,24,33,46,59,102,"National","EpiNow2-IPM-dat"
2020-06-07,"gp_rt",25,29.11575,19.3951384317358,6,15,21,29,38,66.0499999999997,"National","EpiNow2-IPM-dat"
2020-06-08,"gp_rt",64,73.7295,48.0767841483133,16,39,54,75,96,170,"National","EpiNow2-IPM-dat"
2020-06-09,"gp_rt",54.5,63.0315,41.2034942660806,15,33,46,64,83,140,"National","EpiNow2-IPM-dat"
2020-06-10,"gp_rt",65,75.08175,48.5184921236943,17,40,54,77,99,166,"National","EpiNow2-IPM-dat"
2020-06-11,"gp_rt",51,58.81525,39.0149991666986,13,31,42,60,77,134,"National","EpiNow2-IPM-dat"
2020-06-12,"gp_rt",58,67.6555,44.549090620559,15,35,48,69,89,157,"National","EpiNow2-IPM-dat"
2020-06-13,"gp_rt",40,47.0935,31.9468685218456,10,24,33,48,62,108,"National","EpiNow2-IPM-dat"
2020-06-14,"gp_rt",27,31.34575,21.1134234812897,6,16,22,32,42,71,"National","EpiNow2-IPM-dat"
2020-06-15,"gp_rt",71,83.24325,55.7511401394107,19,43,59,84,110,190,"National","EpiNow2-IPM-dat"
2020-06-16,"gp_rt",63,73.81775,47.811552171706,16,39,53,76,99,164.05,"National","EpiNow2-IPM-dat"
2020-06-17,"gp_rt",78,91.66375,61.9561564920656,20,47,65,93,120,208,"National","EpiNow2-IPM-dat"
2020-06-18,"gp_rt",64,76.082,51.3129665010003,16,40,54,76,100,175,"National","EpiNow2-IPM-dat"
2020-06-19,"gp_rt",77,89.8005,59.0137514098525,20,48,64,90,117,202,"National","EpiNow2-IPM-dat"
2020-06-20,"gp_rt",56,66.01375,43.9932598549558,15,35,47,66,87.25,147.05,"National","EpiNow2-IPM-dat"
2020-06-21,"gp_rt",39,45.91775,30.9612844569037,10,23,32,46,61,105,"National","EpiNow2-IPM-dat"
2020-06-22,"gp_rt",104.5,121.8255,78.8926679927593,28,64,88,124,162,271,"National","EpiNow2-IPM-dat"
2020-06-23,"gp_rt",99,115.5035,77.1134917534059,26,60,83,116,151,264,"National","EpiNow2-IPM-dat"
2020-06-24,"gp_rt",127,147.641,94.3629626028019,34,80.75,108,151,195,328,"National","EpiNow2-IPM-dat"
2020-06-25,"gp_rt",108,123.56575,79.6308353869505,28,67,90,127,162,277.05,"National","EpiNow2-IPM-dat"
2020-06-26,"gp_rt",127,147.152,93.9500907444358,35,78,106,150,195,333,"National","EpiNow2-IPM-dat"
2020-06-27,"gp_rt",92,107.11175,70.1616164654419,25,56,77,110,140.25,242,"National","EpiNow2-IPM-dat"
2020-06-28,"gp_rt",61.5,71.9255,47.1544572173073,16,38,51,72,95,165,"National","EpiNow2-IPM-dat"
2020-06-29,"gp_rt",168,194.33875,125.83302422629,44,103,141,199,256,433.05,"National","EpiNow2-IPM-dat"
2020-06-30,"gp_rt",149,172.19925,113.101896797544,40,90,125,175,228,384,"National","EpiNow2-IPM-dat"
2020-07-01,"gp_rt",183,215.725,141.759582814813,51,115,156,216,279.25,497,"National","EpiNow2-IPM-dat"
2020-07-02,"gp_rt",143,167.493,110.920770396379,37,88,120,171,224,379,"National","EpiNow2-IPM-dat"
2020-07-03,"gp_rt",164,189.196,120.061806138852,43,104,139,194,250,411.05,"National","EpiNow2-IPM-dat"
2020-07-04,"gp_rt",111,130.2365,86.6375183315269,30,68,92,132,172,291.05,"National","EpiNow2-IPM-dat"
2020-07-05,"gp_rt",69,80.8795,52.455723047825,18,42,59,82,106,184.05,"National","EpiNow2-IPM-dat"
2020-07-06,"gp_rt",173,200.87275,131.826902187955,47,107,146,205,259,456,"National","EpiNow2-IPM-dat"
2020-07-07,"gp_rt",146.5,169.09725,109.065226347984,39,91,123,172,221,373.05,"National","EpiNow2-IPM-dat"
2020-07-08,"gp_rt",169,195.38425,124.812267535965,47,105,143,198,260,437,"National","EpiNow2-IPM-dat"
2020-07-09,"gp_rt",122.5,141.62225,89.6278351972647,35,77,104,145,186,310,"National","EpiNow2-IPM-dat"
2020-07-10,"gp_rt",132,152.2135,96.0337677011827,36,82,112,154,199,337.05,"National","EpiNow2-IPM-dat"
2020-07-11,"gp_rt",85,97.94725,63.7350453552762,22,52,72,100,130,221,"National","EpiNow2-IPM-dat"
2020-07-12,"gp_rt",50,58.73825,38.5593431307273,13,31,42.6000000000001,59,77,135,"National","EpiNow2-IPM-dat"
2020-07-13,"gp_rt",125,143.40875,90.941009672466,34,79,106,145,186,321,"National","EpiNow2-IPM-dat"
2020-07-14,"gp_rt",101,116.26875,75.3979657334778,26,61,85,119,151,264,"National","EpiNow2-IPM-dat"
2020-07-15,"gp_rt",114,132.51775,86.4560081502368,30,71,96,133,173,300,"National","EpiNow2-IPM-dat"
2020-07-16,"gp_rt",79,94.201,63.292061668645,21.95,49,67,95,124,218,"National","EpiNow2-IPM-dat"
2020-07-17,"gp_rt",85,98.03825,63.3329499753141,22,53.75,73,99,127,223,"National","EpiNow2-IPM-dat"
2020-07-18,"gp_rt",55,64.2945,42.3206926929074,14,34,46,65,84,145,"National","EpiNow2-IPM-dat"
2020-07-19,"gp_rt",34,39.9285,26.8366901784653,8.94999999999996,21,29,40,53,92,"National","EpiNow2-IPM-dat"
2020-07-20,"gp_rt",82,96.373,64.1939918383881,23,50,69,98,126.25,217.05,"National","EpiNow2-IPM-dat"
2020-07-21,"gp_rt",68,78.74525,51.5487892375317,17,42,57,80,104,177,"National","EpiNow2-IPM-dat"
2020-07-22,"gp_rt",78,90.89725,60.2479057310189,21,49,66,92,118,205,"National","EpiNow2-IPM-dat"
2020-07-23,"gp_rt",57,67.2725,44.682657471548,15,35,48,67,88,151,"National","EpiNow2-IPM-dat"
2020-07-24,"gp_rt",62,72.35375,46.6565356516882,17,39,52,73,94,165,"National","EpiNow2-IPM-dat"
2020-07-25,"gp_rt",41,48.455,31.9357315203039,11,25,35,49,64,110.05,"National","EpiNow2-IPM-dat"
2020-07-26,"gp_rt",25,29.982,19.9454288254918,6,16,22,31,40,68,"National","EpiNow2-IPM-dat"
2020-07-27,"gp_rt",66,75.63925,48.541999246634,16.95,41,55,77,99,168.05,"National","EpiNow2-IPM-dat"
2020-07-28,"gp_rt",54,63.542,42.5260961435835,14,33,45,63,84,148.05,"National","EpiNow2-IPM-dat"
2020-07-29,"gp_rt",64,75.42575,50.6643089856039,17,39,53,76,98,173,"National","EpiNow2-IPM-dat"
2020-07-30,"gp_rt",50,57.1645,37.262461841854,12,30,41,59,77,127,"National","EpiNow2-IPM-dat"
2020-07-31,"gp_rt",55,64.0275,41.2424232813681,14,34,47,65.4000000000001,85,141.05,"National","EpiNow2-IPM-dat"
2020-08-01,"gp_rt",38,43.71025,27.8572396584415,10,23,32,45,58,96,"National","EpiNow2-IPM-dat"
2020-08-02,"gp_rt",24,28.4585,19.3958198384807,6,14,20,29,38,65,"National","EpiNow2-IPM-dat"
2020-08-03,"gp_rt",62,71.4835,46.4416293209389,16.95,38,52,73,94,160,"National","EpiNow2-IPM-dat"
2020-08-04,"gp_rt",53,61.55975,38.6825931872648,15,34,44,63,82,134.05,"National","EpiNow2-IPM-dat"
2020-08-05,"gp_rt",62,72.27,47.2631680250376,16,39,53,73,94,165,"National","EpiNow2-IPM-dat"
2020-08-06,"gp_rt",49,56.37775,36.4907926664365,13,30,41,58,75,126,"National","EpiNow2-IPM-dat"
2020-08-07,"gp_rt",52,61.36225,39.9588626291234,14,33,44,62,81,137,"National","EpiNow2-IPM-dat"
2020-08-08,"gp_rt",38,43.25625,27.7885972562824,10,23,31,44,57,97,"National","EpiNow2-IPM-dat"
2020-08-09,"gp_rt",23,27.3265,18.5985852847373,6,14,20,27,36,63,"National","EpiNow2-IPM-dat"
2020-08-10,"gp_rt",61,70.24225,45.2249476385515,16,38,51,71,92,159,"National","EpiNow2-IPM-dat"
2020-08-11,"gp_rt",52,59.9495,38.4447128840519,14,32,43,61,79,136,"National","EpiNow2-IPM-dat"
2020-08-12,"gp_rt",60,70.60175,47.3124747239417,16,38,50,71,93,157,"National","EpiNow2-IPM-dat"
2020-08-13,"gp_rt",46,53.42525,35.0388690317375,12,28,38,54,70.25,122,"National","EpiNow2-IPM-dat"
2020-08-14,"gp_rt",51,59.86525,38.857188044211,14,32,43,60,79,134,"National","EpiNow2-IPM-dat"
2020-08-15,"gp_rt",35,40.54625,26.4922313238736,9,22,30,41,53,91,"National","EpiNow2-IPM-dat"
2020-08-16,"gp_rt",22,25.55475,17.2073538260223,5,13,18,26,34,60,"National","EpiNow2-IPM-dat"
2020-08-17,"gp_rt",56,65.758,43.4585330749239,14,35,48,66,87,148.05,"National","EpiNow2-IPM-dat"
2020-08-18,"gp_rt",46,54.01375,35.3635929575067,13,29,38,55,71,120,"National","EpiNow2-IPM-dat"
2020-08-19,"gp_rt",54,64.14275,42.7314212966174,15,35,46,64,83,146,"National","EpiNow2-IPM-dat"
2020-08-20,"gp_rt",40,47.8045,31.4279128829301,11,26,34,48,63,109,"National","EpiNow2-IPM-dat"
2020-08-21,"gp_rt",47,54.249,35.1229896948035,12,29,40,55,71,122,"National","EpiNow2-IPM-dat"
2020-08-22,"gp_rt",32,36.947,24.177403245736,8,20,27,38,49,82.0499999999997,"National","EpiNow2-IPM-dat"
2020-08-23,"gp_rt",19,22.4255,15.4832290671419,5,11,16,23,30,51.0499999999997,"National","EpiNow2-IPM-dat"
2020-08-24,"gp_rt",51,58.5635,38.8845723937214,13,31,42.6000000000001,59,77,131.05,"National","EpiNow2-IPM-dat"
2020-08-25,"gp_rt",41,47.85025,31.6187564805741,11,25,35,49,63,105,"National","EpiNow2-IPM-dat"
2020-08-26,"gp_rt",48,55.7095,35.8153569673496,13,30,40,57,73,125,"National","EpiNow2-IPM-dat"
2020-08-27,"gp_rt",37,42.06275,27.0564192918007,9,22,30,44,56,93.0499999999997,"National","EpiNow2-IPM-dat"
2020-08-28,"gp_rt",40,45.61075,29.6218770225164,10,24,33,47,61,102,"National","EpiNow2-IPM-dat"
2020-08-29,"gp_rt",26,29.94975,19.7750976877395,6,15,22,31,40,68,"National","EpiNow2-IPM-dat"
2020-08-30,"gp_rt",16,18.75775,12.7612216159654,3.94999999999996,10,13,19,25,44,"National","EpiNow2-IPM-dat"
2020-08-31,"gp_rt",40,46.058,30.0927654035386,10,24,33,47,62,102,"National","EpiNow2-IPM-dat"
2020-09-01,"gp_rt",33,37.4755,23.9578775087377,8,20,28,39,49,83,"National","EpiNow2-IPM-dat"
2020-09-02,"gp_rt",37,42.7665,28.3985668194603,9,23,31,43,57,98,"National","EpiNow2-IPM-dat"
2020-09-03,"gp_rt",27,30.83825,20.8450165655104,6,16,22,32,41,70,"National","EpiNow2-IPM-dat"
2020-09-04,"gp_rt",28,32.68625,22.1382098648808,7,17,24,33,43,75,"National","EpiNow2-IPM-dat"
2020-09-05,"gp_rt",18,20.78125,14.0080317916604,4,11,15,21,28,47,"National","EpiNow2-IPM-dat"
2020-09-06,"gp_rt",11,12.409,8.62173431367749,2,6,9,13,17,29,"National","EpiNow2-IPM-dat"
2020-09-07,"gp_rt",26,30.51975,20.6050904481294,6,16,22,31,40,71.0499999999997,"National","EpiNow2-IPM-dat"
2020-09-08,"gp_rt",21,24.00875,15.6130591282213,5,13,18,25,32,54,"National","EpiNow2-IPM-dat"
2020-09-09,"gp_rt",23,26.79875,17.6761805907716,6,14,19,27,36,61,"National","EpiNow2-IPM-dat"
2020-09-10,"gp_rt",16,19.124,13.0416312260491,4,10,14,19,25,45,"National","EpiNow2-IPM-dat"
2020-09-11,"gp_rt",17,19.73325,13.5385345372701,4,10,14,20,26,46,"National","EpiNow2-IPM-dat"
2020-09-12,"gp_rt",10,12.43875,8.80159732471138,2,6,9,13,16.25,29,"National","EpiNow2-IPM-dat"
2020-09-13,"gp_rt",6,7.394,5.49702813614615,1,3,5,8,10,18,"National","EpiNow2-IPM-dat"
2020-09-14,"gp_rt",16,18.05875,12.4872647678683,3,9,13,18,24,42,"National","EpiNow2-IPM-dat"
2020-09-15,"gp_rt",12,14.1335,9.91974183482198,2,7,10,15,19,33,"National","EpiNow2-IPM-dat"
2020-09-16,"gp_rt",13,15.56425,10.5594861439563,3,8,11,16,21,36,"National","EpiNow2-IPM-dat"
2020-09-17,"gp_rt",9,11.04625,7.63787897497133,2,5,8,11,15,26,"National","EpiNow2-IPM-dat"
2020-09-18,"gp_rt",10,11.28175,8.03019227257253,2,5,8,11,15,27,"National","EpiNow2-IPM-dat"
2020-09-19,"gp_rt",6,7.1025,5.29513959927819,1,3,5,7,10,17,"National","EpiNow2-IPM-dat"
2020-09-20,"gp_rt",4,4.2285,3.31987095167628,0,2,3,4,6,10,"National","EpiNow2-IPM-dat"
2020-09-21,"gp_rt",8,9.757,7.00240740226937,1,5,7,10,13,23,"National","EpiNow2-IPM-dat"
2020-09-22,"gp_rt",6,7.46125,5.46113124051295,1,3,5,8,10,18,"National","EpiNow2-IPM-dat"
2020-09-23,"gp_rt",7,8.1095,5.96191209671547,1,4,6,8,11,20,"National","EpiNow2-IPM-dat"
2020-09-24,"gp_rt",5,5.73475,4.43286645566426,1,3,4,6,8,14,"National","EpiNow2-IPM-dat"
2020-09-25,"gp_rt",5,5.65,4.37296017534733,0,2,4,6,8,14,"National","EpiNow2-IPM-dat"
2020-09-26,"gp_rt",3,3.414,2.88707253060072,0,1,2,3,5,9,"National","EpiNow2-IPM-dat"
2020-09-27,"gp_rt",2,1.9435,1.86887156333175,0,1,1,2,3,5,"National","EpiNow2-IPM-dat"
2020-09-28,"gp_rt",4,4.43575,3.58344557766014,0,2,3,5,6,11,"National","EpiNow2-IPM-dat"
2020-09-29,"gp_rt",3,3.26225,2.84587415171892,0,1,2,3,5,9,"National","EpiNow2-IPM-dat"
2020-09-30,"gp_rt",3,3.52325,3.00403320410625,0,1,2,4,5,9,"National","EpiNow2-IPM-dat"
2020-10-01,"gp_rt",2,2.305,2.1695971487691,0,1,1,2,3,6,"National","EpiNow2-IPM-dat"
2020-10-02,"gp_rt",2,2.2535,2.15763796787137,0,1,1,2,3,7,"National","EpiNow2-IPM-dat"
2020-10-03,"gp_rt",1,1.32325,1.50227282589111,0,0,1,1,2,4,"National","EpiNow2-IPM-dat"
2020-10-04,"gp_rt",0,0.7675,1.0453310141923,0,0,0,1,1,3,"National","EpiNow2-IPM-dat"
2020-10-05,"gp_rt",1,1.696,1.85174005608477,0,0,1,2,2,5,"National","EpiNow2-IPM-dat"
2020-10-06,"gp_rt",1,1.19725,1.4340001836233,0,0,1,1,2,4,"National","EpiNow2-IPM-dat"
2020-10-07,"gp_rt",1,1.23225,1.47473850255316,0,0,1,1,2,4,"National","EpiNow2-IPM-dat"
2020-10-08,"gp_rt",0,0.854,1.18829163476493,0,0,0,1,1,3,"National","EpiNow2-IPM-dat"
2020-10-09,"gp_rt",0,0.838,1.18832193754757,0,0,0,1,1,3,"National","EpiNow2-IPM-dat"
2020-10-10,"gp_rt",0,0.50375,0.855960924795165,0,0,0,0,1,2,"National","EpiNow2-IPM-dat"
2020-10-11,"gp_rt",0,0.28225,0.603469950780794,0,0,0,0,0,1,"National","EpiNow2-IPM-dat"
2020-10-12,"gp_rt",0,0.62875,1.0402855309945,0,0,0,0,1,3,"National","EpiNow2-IPM-dat"
2020-10-13,"gp_rt",0,0.474,0.882337027250593,0,0,0,0,1,2,"National","EpiNow2-IPM-dat"
2020-10-14,"gp_rt",0,0.4865,0.915165084442663,0,0,0,0,1,2,"National","EpiNow2-IPM-dat"
